created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Mon Oct 09 08:01:49 +0000 2023;1711290856962187452;"Viral Surat Jessica Wongso dari Penjara Saat Ice Cold Netflix tengah Tayang https://t.co/Yc4MV7eK8z  #JessicaWongso #mirnasalihin #IceCold  Mirna https://t.co/sBjJO5vv9q";0;0;0;0;in;115936810;1711290856962187452;tribunpontianak;https://twitter.com/tribunpontianak/status/1711290856962187452
Mon Oct 09 07:44:05 +0000 2023;1711286394499609023;"Jessica Wong Siapa? Intip SOSOK Pemilik Netflix Singapura Produseri Film Ice Cold Yang Dituding Darmawan Salihin Sebagai Penipu https://t.co/u3ZMqdNmlb";0;0;2;0;in;1688936398458601472;1711286394499609023;sitnasmedia;https://twitter.com/sitnasmedia/status/1711286394499609023
Mon Oct 09 06:50:45 +0000 2023;1711272973917962518;"ini cmn my opinion ajaa ya tp di ice cold knp gue liatnya tim prosecutor ini kek kalo ga jeblosin jessica ke penjara mereka kek malu? padahal kan ini kerjaan mereka,,,,";0;3;0;0;in;295021574;1711272973917962518;minniem0nnie;https://twitter.com/minniem0nnie/status/1711272973917962518
Mon Oct 09 07:54:46 +0000 2023;1711289085242012065;""In Indonesia, no money, no justice"- Ice Cold: Murder, Coffee and Jessica Wongso";0;1;1;0;en;915159330;1711289085242012065;mohamad_azwar;https://twitter.com/mohamad_azwar/status/1711289085242012065
Mon Oct 09 07:39:14 +0000 2023;1711285173294407890;"Review Film Dokumenter 'Ice Cold: Murder, Coffee and Jessica Wongso' https://t.co/Ix34gM8qAw";0;0;0;0;en;23786106;1711285173294407890;kompasiana;https://twitter.com/kompasiana/status/1711285173294407890
Mon Oct 09 07:33:23 +0000 2023;1711283704264610167;"dr Djaja Surya Atmadja adalah seorang dokter dan ahli forensik yang baru-baru ini menjadi sorotan publik. Hal ini karena ia memberikan kesaksian yang berbeda dengan hasil penyelidikan polisi terkait kasus kematian.. #kopisianida #icecold #Netflix #Jessica  https://t.co/2PYgkat27N";1;0;0;0;in;283976098;1711283704264610167;FcSuck;https://twitter.com/FcSuck/status/1711283704264610167
Mon Oct 09 07:15:19 +0000 2023;1711279156313669969;"Lemkapi: Jangan Terhipnotis Film Dokumenter Ice Cold: Murder, Coffee and Jessica Wongso https://t.co/xVIXWwkDHj";0;0;0;0;de;1655524487646048256;1711279156313669969;CelahSumbar;https://twitter.com/CelahSumbar/status/1711279156313669969
Mon Oct 09 07:51:34 +0000 2023;1711288279172288653;"Profil Rob Sixsmith, Produser Film Dokumenter Netflix Ice Cold: Murder, Coffee, and Jessica Wongso https://t.co/qhRhXzwMPW";0;0;1;0;en;41730943;1711288279172288653;VIVAcoid;https://twitter.com/VIVAcoid/status/1711288279172288653
Mon Oct 09 06:41:16 +0000 2023;1711270586759159825;"capek bgt yatuhannnn,selalu disalahin mulu lama lama kek jessica ice cold chen.";0;0;0;0;in;1209276715358277632;1711270586759159825;ohayogozaimazz;https://twitter.com/ohayogozaimazz/status/1711270586759159825
Mon Oct 09 06:37:05 +0000 2023;1711269535935058294;"Dokter Forensik Tak Tahu Film Ice Cold Jessica Wongso Tayang di Netflix: Saya Kaget Setengah Mati https://t.co/TQ9iLBK2ki";0;1;0;0;in;58880688;1711269535935058294;pikiran_rakyat;https://twitter.com/pikiran_rakyat/status/1711269535935058294
Mon Oct 09 06:16:07 +0000 2023;1711264257797718170;"Sanggup Gandeng Otto Hasibuan, Ibunda Jessica Wongso Bantah Disebut Orang Kaya: Semuanya Kerja, Makan Gaji   #IceCold #Mirna #Otto  https://t.co/Emy8KCU0A4";0;0;0;0;in;174631261;1711264257797718170;Kilat_com;https://twitter.com/Kilat_com/status/1711264257797718170
Mon Oct 09 05:59:19 +0000 2023;1711260028790030352;"@seffytats89 Ice cold: murder, coffee and jessica wongso";0;0;0;2;en;1557443109675765761;1711196139071172997;Gemini_man87;https://twitter.com/Gemini_man87/status/1711260028790030352
Mon Oct 09 05:22:55 +0000 2023;1711250871051505771;"7 Tahun sudah kasus kopi sianida ini berlalu, hangat kembali usai rilisnya film dokumenter ini yang berjudul Ice Cold: Murder, Coffee and Jessica Wongso.  Akankah ada opini yang bergeser?  #JessicaWongso  #mirnasalihin #icecold  #netflix #viral https://t.co/YrlzMvfp7Q";0;0;0;2;in;121640063;1711250871051505771;RadioElshinta;https://twitter.com/RadioElshinta/status/1711250871051505771
Mon Oct 09 05:22:54 +0000 2023;1711250864332210659;"@niarahmwt Harus nonton ice cold murder, coffe and jessica sihhh... bisa bisa e aku nangiss karna hukum";0;1;0;0;in;1406935602646241281;1711022202672554461;acillonm;https://twitter.com/acillonm/status/1711250864332210659
Mon Oct 09 05:12:29 +0000 2023;1711248244964233581;"Ice cold jessica wongso = banyak kejanggalan, banyak keanehan, banyak statment yang masuk akal dan ga masuk akal";0;0;0;0;in;524258680;1711248244964233581;Tfkrsyd;https://twitter.com/Tfkrsyd/status/1711248244964233581
Mon Oct 09 05:00:21 +0000 2023;1711245191427060037;"Waduh gila, gue nonton ice cold sampe cengo alias gue tim jessica sekarang";0;2;0;1;in;926074584394211328;1711245191427060037;jijelmysayang;https://twitter.com/jijelmysayang/status/1711245191427060037
Mon Oct 09 05:00:00 +0000 2023;1711245101157298630;"Teroris Aja Nggak Kuat! Jessica Wongso Tetap Tak Ngaku Meski Dimasukkan ke Sel Tikus, Buktikan Ia Bukan Pelaku   #IceCold #Mirna #karniilyas https://t.co/pRwzgBRH8M";0;0;0;2;in;174631261;1711245101157298630;Kilat_com;https://twitter.com/Kilat_com/status/1711245101157298630
Mon Oct 09 04:57:20 +0000 2023;1711244430525796460;"Ulang Tahun Hari Ini, Bagaimana Kondisi Terbaru Jessica Wongso di Balik Tahanan?   #IceCold #Mirna #Otto  https://t.co/fobihb8nY0";0;0;0;1;in;174631261;1711244430525796460;Kilat_com;https://twitter.com/Kilat_com/status/1711244430525796460
Mon Oct 09 04:33:23 +0000 2023;1711238402170032246;"Mengenal dr. Djaja Surya Atmaja, Dokter Forensik di Film Dokumenter Ice Cold Murder Coffee and Jessica Wongso https://t.co/P9IbH6P8hq";0;0;0;1;in;775598663024259072;1711238402170032246;KabarBanten72;https://twitter.com/KabarBanten72/status/1711238402170032246
Mon Oct 09 04:03:09 +0000 2023;1711230794977743253;"wah gila abis nntn ice cold, gua jadi bertanya tanya sama diri sndiri, kenapa kopi yang di minum sama mirna gak di cek lab? kenapa Jessica gak bisa di wawancara? it's so weird.";0;2;0;0;in;868759789655949312;1711230794977743253;drunfg;https://twitter.com/drunfg/status/1711230794977743253
Mon Oct 09 03:57:47 +0000 2023;1711229444013396172;"ice cold murder jessica wongso ni tak habis habis konspirasi 🫠";0;1;0;1;in;1109623572467580928;1711229444013396172;ranansyach;https://twitter.com/ranansyach/status/1711229444013396172
Mon Oct 09 03:41:00 +0000 2023;1711225222874226905;"Apakah Film Ice Cold di Netflix bisa mengubah nasib Jessica Wongso?  Hotman Paris mengaku sudah mengirim surat terbuka untuk Presiden Joko Widodo dan ayah kandung Mirna Salihin, Edi Darmawan terkait persoalan ini.   Apa isinya?  https://t.co/tn8rwKQttx";0;0;0;0;in;1186946650595418116;1711225222874226905;voidotid;https://twitter.com/voidotid/status/1711225222874226905
Mon Oct 09 02:46:42 +0000 2023;1711211557013897226;"Film dokumenter ini mengisahkan kembali kasus kopi sianida yang menewaskan Wayan Mirna Salihin pada tahun 2016 dan menyeret sahabatnya, Jessica Kumala Wongso, sebagai tersangka pembunuh. Film Ice Cold: Murder, Coffee and Jessica Wongso ini menampilkan wawancara eksklusif dengan";0;1;0;0;in;312559510;1711211554824462669;lpmperspektif;https://twitter.com/lpmperspektif/status/1711211557013897226
Mon Oct 09 02:03:51 +0000 2023;1711200771969286632;"🔥Gak hanya tentang dokumenter Ice Cold: Murder, Coffee, and Jessica Wongso, berikut ini beberapa film dan series dokumenter NETFLIX yang gak kalah seru untuk ditonton. Apa aja itu?  #Netflix #IceCold #JessicaWongso https://t.co/mVP4tJOt95";0;0;0;4;in;520226843;1711200771969286632;hendrikferdis;https://twitter.com/hendrikferdis/status/1711200771969286632
Mon Oct 09 01:47:54 +0000 2023;1711196757659705558;"Ok ada satu lagi persoalan pasal ice cold ni. Yang insurance bapak Mirna tak kan tak request autopsy sebelum release duit insurance??? Bayar berdasarkan keputusan mahkamah je kee. Kalau betul maknanya sungguh lah tu memang Jessica tu jadi black sheep je";0;0;0;0;in;368844019;1711196757659705558;JiejaRoss;https://twitter.com/JiejaRoss/status/1711196757659705558
Mon Oct 09 01:38:02 +0000 2023;1711194275055271970;"Bikin Terenyuh! Beredar Surat Jessica Wongso dari Dalam Tahanan, Netizen: Nangis Banget   #IceCold #Mirna #Otto  https://t.co/kcGVxkkXaJ";0;0;0;0;in;174631261;1711194275055271970;Kilat_com;https://twitter.com/Kilat_com/status/1711194275055271970
Mon Oct 09 01:32:12 +0000 2023;1711192805975163204;"Gw udah beres nonton Ice Cold Jessica.. biasa ajah, ga ada hal yg spesial gitu yg membuat keraguan kepada jessica. And I still believe that she is the murder.";1;0;0;0;in;1181929185192792064;1711192805975163204;wirhadni;https://twitter.com/wirhadni/status/1711192805975163204
Mon Oct 09 01:20:45 +0000 2023;1711189925041995906;"Ice Cold: Murder, Coffee and Jessica Wongso (2023) IMDb 6.1 🌟🌟🌟  It explores the 2016 murder of Mirna Salihin (27), who died after drinking a Vietnamese iced coffee at an Indonesian shopping centre that was suspected to be laced with cyanide.  Was Jessica really framed? https://t.co/cwcXGWkjB7";1;0;0;0;en;988596106564067329;1612995412323086336;TheWaitingShed;https://twitter.com/TheWaitingShed/status/1711189925041995906
Mon Oct 09 01:14:24 +0000 2023;1711188328765407531;"Cuma mau bilang HBD Jessica #HBDjessica #IceCold #JessicaWongso #justiceforjessica #jessicamirna #KarniIlyas";0;0;0;1;in;1340836611857162240;1711188328765407531;Annisrafifah197;https://twitter.com/Annisrafifah197/status/1711188328765407531
Mon Oct 09 00:52:30 +0000 2023;1711182818993475594;"@neroselle Oh, yang dokter forensik itu ya? Yang bilang Mirna wajahnya biru, bukan merah? Aku juga jadi curiga kalau Jessica bukan pelaku aslinya setelah nonton Ice Cold. 😅";0;1;0;0;in;1693524872746721281;1711045278223200716;armakenta;https://twitter.com/armakenta/status/1711182818993475594
Mon Oct 09 00:47:58 +0000 2023;1711181676465037558;"Gratis? Cek Link Nonton Film Dokumenter Ice Cold: Murder, Coffee and Jessica Wongso Mirna Salihin Netflix  https://t.co/7XUvtNI3SB";0;0;0;0;en;1445264996770848768;1711181676465037558;FitrianiLudvia;https://twitter.com/FitrianiLudvia/status/1711181676465037558
Sun Oct 08 23:57:35 +0000 2023;1711168998908506116;"Yang lagi viral.   Apakah menurut kalian Jessica beneran bersalah setelah menonton film Ice Cold dan podcast yg berkali-kali take down?   https://t.co/I7Pk0CQhKS  #kopisianida  #JessicaWongso   @abeLaarabeLa  @philenycauto";0;1;2;3;in;2942794884;1711168998908506116;yenyen_0473;https://twitter.com/yenyen_0473/status/1711168998908506116
Sun Oct 08 23:32:25 +0000 2023;1711162664553173260;"https://t.co/dBHtffcYLr People who have already watch Netflix Documenter "Ice Cold:Murder, Coffee, and Jessica Wongso should read this to get insight from another viewpoint";0;0;0;0;en;1082040168;1711162664553173260;moi_nisa;https://twitter.com/moi_nisa/status/1711162664553173260
Sun Oct 08 23:12:51 +0000 2023;1711157738586390986;"#ONLYFUN ungkap kasus kopi sianida Jessica Wongso #IceCold Senin Macet ? @RadioElshinta @detikcom @NetflixID";0;0;1;0;in;2857645520;1711157738586390986;Zaindamai;https://twitter.com/Zaindamai/status/1711157738586390986
Sun Oct 08 22:58:59 +0000 2023;1711154249529483757;"Wajahnya dianggap sangat tenang karena memang dia tidak melakukan tuduhan dan sangkaan pembunuhan berencana. Karena itu, dinilai sedingin es, Ice Cold. Apakah lantas Jessica Kumala Wongso harus dihukum tanpa kejelasan kasus ini sejak awal? https://t.co/kJCYuCJoNK";0;0;0;0;in;1608035838822330368;1711154249529483757;DKYLBcom;https://twitter.com/DKYLBcom/status/1711154249529483757
Sun Oct 08 22:49:10 +0000 2023;1711151779600355349;"Baru nntn ice cold, murder coffee and jessica wongso. Masih belum ada bukti masukin sianida, forensiknya bilang gaada tanda-tanda mati karena sianida bahkan pas di cek di tubuhpun gaada sianida, dan keluarga nolak autopsi, tp gara2 ini orang udh dipenjara bertaun-taun";0;1;0;0;in;163005153;1711151779600355349;atrashest;https://twitter.com/atrashest/status/1711151779600355349
Sun Oct 08 19:47:14 +0000 2023;1711105992384188439;"Baru kelar liat ' ice cold ' , cuma bisa geleng". catatan si jessica di australia bener" jd pemberat dia jd tersangka padahal kalau dipikir" gak ada hub.anya sm kasus. Butuh ilmu perdukunan buat nerawang kejadian sebenarnya 😅";0;1;0;0;in;474494732;1711105992384188439;Haivirr;https://twitter.com/Haivirr/status/1711105992384188439
Sun Oct 08 18:59:21 +0000 2023;1711093944707363249;"Abis nonton Ice Cold Coffee Jessica Wongso, makin ngeri yaa, karna bisa bisa nya pas pihak Jessica menghadirkan saksi dr tim ahli forensik Australia malah di deportasi, eh pas pihak Mirna menghadirkan kepala kepolisian Australia malah welcome bgt 😭😭";0;0;0;0;in;1569248029089349633;1711093944707363249;kejedotrealita;https://twitter.com/kejedotrealita/status/1711093944707363249
Sun Oct 08 18:17:14 +0000 2023;1711083343083979104;"@tanyarlfes jd interpretasi judulny tu kek gini "Ice Cold: Murder" = fokus utama dr ceritanya "Coffee" = elemen lain yg punya peran penting "Jessica Wongso" = tokoh utama dr ceritanya  nah krm disini gapake oxford comma, berarti nunjukin kl coffee sm jessica ni berkaitan";0;0;0;0;in;1089456671854755840;1710834390199325022;Sungjintamvan;https://twitter.com/Sungjintamvan/status/1711083343083979104
Sun Oct 08 17:47:09 +0000 2023;1711075773308932163;"Hari ini aku nonton film dokumenter tentang kasus pembunuhan kopi sianida itu, yg judulnya ice cold: murder,  coffee, and Jessica Wongso";0;1;0;0;in;1482408029350166530;1711075773308932163;cimoli_skwiz;https://twitter.com/cimoli_skwiz/status/1711075773308932163
Sun Oct 08 17:31:12 +0000 2023;1711071759225749996;"🎬 ice cold: murder, coffee and jessica wongso (2023) 🎭 documentary 📺 netflix https://t.co/vZeXg440Gw";0;1;0;0;en;1349382501744054272;1612442223186173954;slwpy;https://twitter.com/slwpy/status/1711071759225749996
Sun Oct 08 17:31:04 +0000 2023;1711071728775131306;"abis nonton dokumenter ice cold gue malah ngrasa ga adil anjir skrg yg paling dihujat dan dikuliti cuma bapanya mirna, padahal di akhir dokumenter dari pernyataan2 ahli hukum &amp  pengacara2nya jessica jelas bgt siapa yg sbnernya “otak” dari kasus ini. noh lu liat aja kemarin—";1;1;0;0;in;829389538099240960;1711071728775131306;taetchan;https://twitter.com/taetchan/status/1711071728775131306
Sun Oct 08 17:28:46 +0000 2023;1711071146349924416;"nonton ice cold dan baru kali ini ngerasa nyesek bgt seharian.  jika memang jessica ga bersalah, sekompleks itu mereka menentang Tuhan, bersumpah atas nama Tuhan dan merekayasa semuanya, sedemikian rupa. benar ternyata hukum tidak berarti bagi mereka yg merasa 'lebih' dari Tuhan";0;0;0;2;in;1117277666992742400;1711071146349924416;_IrfnArsyd;https://twitter.com/_IrfnArsyd/status/1711071146349924416
Sun Oct 08 17:25:13 +0000 2023;1711070255337124139;"Selain “Ice Cold”, Ini Film Dokumenter Netflix yang Angkat Kisah Pembunuhan. 👇  Surabaya (https://t.co/ksziGGp1k3) – Belakangan waktu ini, film dokumenter berjudul Ice Cold: Murder, Coffee, and Jessica Wongso menjadi… #Ragam #film via @beritajatimcom https://t.co/VouEPKa4uy";0;0;0;0;in;21287066;1711070255337124139;beritajatimcom;https://twitter.com/beritajatimcom/status/1711070255337124139
Sun Oct 08 17:11:51 +0000 2023;1711066891886973050;"@ramydhia Kebetulan aja muka Jessica Ice Cold banget pas lihat Mirna menggelepar.";0;0;0;0;in;521015616;1707777700990263735;togurihat;https://twitter.com/togurihat/status/1711066891886973050
Sun Oct 08 16:58:25 +0000 2023;1711063512230088850;"Ice Cold: Murder, Coffee and Jessica Wongso - 6.5/10 . . the pace is too fast, could have made 3 episodes mini-series or maybe make it 2 hours longer https://t.co/xpSSesqKZr";0;1;0;0;en;1555341768;1561313716326477825;eimwntr;https://twitter.com/eimwntr/status/1711063512230088850
Sun Oct 08 16:46:20 +0000 2023;1711060469312877044;"Kataku sutradara ice cold keren, bisa mengumpulkan orang banyak yang punya data dan analisa. Trus selalu mulai dgn pendekatan personal dari sesuatu yang orang itu suka, setelah nyaman baru diajak bicara.   Besok udh senin, tpi masih mikirin perasaan Jessica Wongso skrg gmn y wkwk";0;0;0;0;in;1219465120394305536;1711060469312877044;syakiralyani;https://twitter.com/syakiralyani/status/1711060469312877044
Sun Oct 08 16:40:55 +0000 2023;1711059106339926246;"Ice cold jessica melahirkan muda mudi bung towel dan bung koes....";0;0;0;0;in;881993940;1711059106339926246;bukanDodi;https://twitter.com/bukanDodi/status/1711059106339926246
Sun Oct 08 16:31:27 +0000 2023;1711056724017459210;"Menghukum orang tanpa bukti yang sah. Ingat KARMA cepat akan berlaku 😊 #Jessica #IceCold #Netflix";0;0;0;0;in;1701593363320049664;1711056724017459210;so83772;https://twitter.com/so83772/status/1711056724017459210
Sun Oct 08 16:28:39 +0000 2023;1711056019433148467;"Profil Biodata Karni Ilyas, Sosoknya Ikut Viral Akibat Kasus Kopi Sianida Ice Cold Jessica Wongso  Karni Ilyas #OnlyFriendsSeriesEP9 WE ARE ONE Palestina Nduk https://t.co/NzM3U7RGLA";0;0;0;0;in;1667038065330900993;1711056019433148467;Dokunamaku;https://twitter.com/Dokunamaku/status/1711056019433148467
Sun Oct 08 16:05:55 +0000 2023;1711050298696085975;"ice cold murder, coffee and jessica wongso";0;0;0;0;en;1683736629360594944;1711050298696085975;carbohidrazine;https://twitter.com/carbohidrazine/status/1711050298696085975
Sun Oct 08 15:52:46 +0000 2023;1711046990271029463;"Kasus ice cold nih, terlepas pelakunya Jessica atau bukan, kenapa gua kesel bgt sama bapaknya mirna😂";0;1;0;0;in;2270104056;1711046990271029463;nyeongtoru;https://twitter.com/nyeongtoru/status/1711046990271029463
Sun Oct 08 15:53:58 +0000 2023;1711047291686252704;"gua baru nyelesain ice cold murder jessica mirna anjirr, bnr bnr bkin mikir😭";0;6;0;2;in;1265122210580033542;1711047291686252704;cnaravit;https://twitter.com/cnaravit/status/1711047291686252704
Sun Oct 08 15:58:53 +0000 2023;1711048529194651700;"Reco watch: Ice Cold: Murder, Coffee and Jessica Wongso on Netflix. Review in @t2telegraph";0;0;0;0;en;39248468;1711048529194651700;priyankaroy2706;https://twitter.com/priyankaroy2706/status/1711048529194651700
Sun Oct 08 15:51:25 +0000 2023;1711046647218872504;"Jessica Kumala Wongso tetap ramah dan tersenyum karena tidak bersalah dan bukan orang yang terlibat dalam kematian sahabatnya, Mirna Wayan Salihin. Film Ice Cold mendunia dan melambungkan simpati publik pada sosok wanita yang ramah ini. https://t.co/kJCYuCJoNK";0;0;0;0;in;1608035838822330368;1711046647218872504;DKYLBcom;https://twitter.com/DKYLBcom/status/1711046647218872504
Sun Oct 08 15:47:48 +0000 2023;1711045737029771747;"Kasus Kopi Sianida Viral Lagi, Link Nonton Film Ice Cold: Murder, Coffee and Jessica Wongso  #TribunKaltim #JessicaWongso #KopiSianida #Mirna  https://t.co/B3PEF6QnMT lewat @tribunnews";0;0;0;0;in;103551225;1711045737029771747;tribunkaltim;https://twitter.com/tribunkaltim/status/1711045737029771747
Sun Oct 08 15:43:29 +0000 2023;1711044652416241859;"btw cek profil kita ya yg mau nonton One Piece, Ice Cold Jessica, atau lg nyari barengan langganan Duolingo Famplan, atau nyari barengan langganan Netflix, Spotify, YouTube, HBOGO, Disney+, Prime Video, Canva atau bahkan Google Drive 2TB? ada yg LANGSUNG PREMIUM, bisa perpanjang. https://t.co/znbrfTcvdW";0;0;0;0;in;1603367689074135046;1711010585306136586;BarengApp;https://twitter.com/BarengApp/status/1711044652416241859
Sun Oct 08 15:41:41 +0000 2023;1711044200534528050;"@tanyarlfes gw kira bacanya gini  ICE COLD murder ICE COLD coffee and jessica wongso";0;0;0;0;en;1582222184621432832;1710834390199325022;pacarku_floreya;https://twitter.com/pacarku_floreya/status/1711044200534528050
Sun Oct 08 15:38:55 +0000 2023;1711043501830594841;"Adanya film ice cold netflix justru membahayakan nyawa Jessica Wongso  itu sendiri. Mereka yg merasa kenyamanan n keamanannya terganggu bisa saja dgn caranya sendiri mengupayakan eliminasi Jessica Wongso shg kasus selesai selamanya. https://t.co/t5RxFhgWiq";0;3;5;17;in;1516806636970848265;1711043501830594841;AbahDeon;https://twitter.com/AbahDeon/status/1711043501830594841
Sun Oct 08 14:59:32 +0000 2023;1711033590686027964;"@UNSfess_ Mau membahas apa mas? Politik Indonesia atau Ice Cold Jessica Mirna? Atau Anak DPR yg viral kemarin? :)))";0;0;0;0;in;1194579237094608897;1711031856093925563;jeongjizzy_;https://twitter.com/jeongjizzy_/status/1711033590686027964
Sun Oct 08 15:12:43 +0000 2023;1711036909873758601;"Efek nonton ice cold jadi gak 100% yakin jessica is the killer🤯";0;1;0;0;in;1456390117094932508;1711036909873758601;Sabi_lahhh;https://twitter.com/Sabi_lahhh/status/1711036909873758601
Sun Oct 08 15:29:50 +0000 2023;1711041219206508915;"Ice Cold: Murder, Coffee and Jessica Wongso is both chilling and cautionary #t2review  https://t.co/SgTFvoyp9c";1;0;1;2;en;593615941;1711041219206508915;t2telegraph;https://twitter.com/t2telegraph/status/1711041219206508915
Sun Oct 08 14:42:09 +0000 2023;1711029219369882099;"Konklusi aku - Seseorang perlu dipersalahkan dan menjadi kambing hitam dengan apa cara sekalipun.  Memetik kata salah seorang yang terlibat "No money, No justice"  Ice Cold: Murder, Coffee and Jessica Wongso https://t.co/r1IE0tdnAP";0;0;0;0;in;551938324;1711029219369882099;nfasask;https://twitter.com/nfasask/status/1711029219369882099
Sun Oct 08 14:36:14 +0000 2023;1711027727686635915;"Dari film Ice Cold yg sempat di putar di Netflix, ternyata setelah nonton &amp  mengikuti alur jalannya cerita. Penuh dengan lika-liku &amp  banyak hal misteri yang masih sulit untuk dipahami. Dan tepat 9 Oktober besok, Jessica Wongso berulang tahun. Menarik ditunggu cerita selanjutnya.";0;0;0;1;in;841234687;1711027727686635915;irfanmbappe;https://twitter.com/irfanmbappe/status/1711027727686635915
Sun Oct 08 14:15:53 +0000 2023;1711022606105927996;"Akhirnya selesai nonton ice cold, bener2 mind blowing jdnya ya.   Gimana kalau sebenernya jessica jd tersangka hanya karna memang harus ada yg disalahkan atas kematian seseorang.  Kasian bener hidupnya.   Jd keinget film the miracle in cell number 7.";0;0;0;1;in;319654044;1711022606105927996;nithaa88;https://twitter.com/nithaa88/status/1711022606105927996
Sun Oct 08 14:13:27 +0000 2023;1711021994341450062;"#jessica haru dapetin keadilan!!! dan apakah kasus ini ending nya bakalan kyk series nya ga ya?? #IceCold #Icecoldnetflix #mirna #jessicawongso #sianida #sianidaseries #jessica https://t.co/Zb6NWOy9te";0;1;2;47;in;1523593148160962560;1711021994341450062;prassyah;https://twitter.com/prassyah/status/1711021994341450062
Sun Oct 08 13:58:12 +0000 2023;1711018159103463684;"#. Tanggapan singkat mengenai Ice Cold – dan serangkaian proses hukum Jessica Wongso";0;1;0;0;in;1700812518925692928;1711018159103463684;lexlogy;https://twitter.com/lexlogy/status/1711018159103463684
Sun Oct 08 13:57:14 +0000 2023;1711017912755200041;"Apakah gue harus nonton film 'Ice Cold' satu ini? Karena dulu gue juga termasuk bocah yang kena doktrin sama siaran-siaran di TV sampe muak. Sampe akhirnya Jessica masuk penjara dan merasa dialah yang bersalah. Setelah sekian lama sekarang ini booming lagi. https://t.co/KjFZSpBeXD";0;0;0;0;in;1079059308099162112;1711017912755200041;flourishisoo;https://twitter.com/flourishisoo/status/1711017912755200041
Sun Oct 08 13:45:09 +0000 2023;1711014872035835995;"Ngajak pacarku nonton ice cold trs pas bapaknya mirna ngmg "jessica psikopat gila" pacarku ngmg "jessica psikopat trs we opo? cogil?" (((cogil))) T-T";0;0;0;1;in;997496926974099456;1711014872035835995;siapayahayo;https://twitter.com/siapayahayo/status/1711014872035835995
Sun Oct 08 13:14:54 +0000 2023;1711007258522607696;"@JeroPoint @taskyaGN @wafdasaifan @teukurifnu @MVPPictures_ID @mvppictures 102. Ice Cold: Murder, Coffee and Jessica Wongso (2023)  Director : Rob Sixsmith  🎞 7,5/10  Watch on Netflix https://t.co/Nmi9uj3vpa";0;1;0;0;en;1213434107956318209;1619575843982028800;johandanaa;https://twitter.com/johandanaa/status/1711007258522607696
Sun Oct 08 13:09:23 +0000 2023;1711005874016408034;"#Netflix 134. Extraction 2 (🇺🇲, 2023) 135. Ice Cold: Murder, Coffee and Jessica Wongso (🇮🇩, 2023) #Nfilm #PoyNontonMulu";0;0;0;0;en;378549491;1266685382415880193;Pypopoy;https://twitter.com/Pypopoy/status/1711005874016408034
Sun Oct 08 12:53:00 +0000 2023;1711001747706245549;"Dendam Kesumat Ayah Wayan Mirna Salihin Terhadap OTT Penayang Film Viral Ice Cold Jessica Wongso  #mirnasalihin #kopisianida #viralterbaru #Israel #jalanviral https://t.co/dnCTzOuMOM";0;0;0;0;in;1640266266228436997;1711001747706245549;JalanViral;https://twitter.com/JalanViral/status/1711001747706245549
Sun Oct 08 12:28:05 +0000 2023;1710995477691531487;"Isi Percakapan Jessica Kumala Wongso dengan Mirna Salihin sebelum Tragedi Kopi Sianida  Saksikan selengkapnya di: https://t.co/2lEyiRetp5  #KopiSianida #JessicaWongso #IceCold";0;0;0;0;in;132078023;1710995477691531487;officialinews_;https://twitter.com/officialinews_/status/1710995477691531487
Sun Oct 08 12:11:24 +0000 2023;1710991281223311594;"Sidang Jessica Hadirkan Toksikologi Forensik dan Ahli Hukum Pidana  Saksikan selengkapnya di: https://t.co/BPHfG4Udqd  #KopiSianida #JessicaWongso #IceCold";0;0;0;0;in;132078023;1710991281223311594;officialinews_;https://twitter.com/officialinews_/status/1710991281223311594
Sun Oct 08 12:10:58 +0000 2023;1710991170149720487;"Kriminolog UI Ronny: Berdasarkan Urutan dan Gestur Wajah Jessica Seperti Rencanakan Sesuatu  Saksikan selengkapnya di: https://t.co/HaA6u0is2a  #KopiSianida #JessicaWongso #IceCold";0;0;0;0;in;132078023;1710991170149720487;officialinews_;https://twitter.com/officialinews_/status/1710991170149720487
Sun Oct 08 12:10:47 +0000 2023;1710991123655909649;"Mencengangkan! Ahli Ungkapkan Bukan Hanya Jessica yang Berpotensi Masukkan Sianida ke Dalam Kopi  Saksikan selengkapnya di: https://t.co/V9BfDrCvpb  #KopiSianida #JessicaWongso #IceCold";0;0;0;0;in;132078023;1710991123655909649;officialinews_;https://twitter.com/officialinews_/status/1710991123655909649
Sun Oct 08 12:10:34 +0000 2023;1710991070891495503;"Persidangan Panjang Jessica, Reza Indragiri: Indikasi Nyata Psikologis Hakim Menurun  Saksikan selengkapnya di: https://t.co/aNCQ3LuONF  #KopiSianida #JessicaWongso #IceCold";0;0;0;1;in;132078023;1710991070891495503;officialinews_;https://twitter.com/officialinews_/status/1710991070891495503
Sun Oct 08 12:10:07 +0000 2023;1710990957657936232;"Jessica Beberkan Sempat Hubungi Sandy Kembaran Mirna saat Ketahui Pemberitaan Soal 'Kopi Sianida'  Saksikan selengkapnya di: https://t.co/Tqa4E3wiED  #KopiSianida #JessicaWongso #IceCold";0;0;0;0;in;132078023;1710990957657936232;officialinews_;https://twitter.com/officialinews_/status/1710990957657936232
